組み合わせ,共起回数
"居る, 弁護, 弁護, 暇, 誹謗",6
"居る, 弁護, 弁護, 為る, 誹謗",6
"居る, 弁護, 弁護, 暇, 為る, 誹謗",6
"事, 弁護, 誹謗",6
"事, 居る, 弁護, 誹謗",6
"事, 弁護, 暇, 誹謗",12
"事, 弁護, 為る, 誹謗",18
"事, 弁護, 弁護, 誹謗",6
"事, 居る, 弁護, 暇, 誹謗",6
"事, 居る, 弁護, 為る, 誹謗",6
"事, 居る, 弁護, 弁護, 誹謗",6
"事, 弁護, 暇, 為る, 誹謗",12
"事, 弁護, 弁護, 暇, 誹謗",6
"事, 弁護, 弁護, 為る, 誹謗",6
"事, 居る, 弁護, 暇, 為る, 誹謗",6
"事, 居る, 弁護, 弁護, 暇, 誹謗",6
"事, 居る, 弁護, 弁護, 為る, 誹謗",6
"事, 弁護, 弁護, 暇, 為る, 誹謗",6
"事, 居る, 弁護, 弁護, 暇, 為る, 誹謗",6
"弁護, 弁護, 誹謗",6
"弁護, 弁護, 暇, 誹謗",12
"弁護, 弁護, 為る, 誹謗",18
"弁護, 弁護, 暇, 為る, 誹謗",12
"弁護, 暇, 誹謗",12
"弁護, 暇, 為る, 誹謗",36
"弁護, 暇, 暇, 誹謗",6
"弁護, 暇, 暇, 為る, 誹謗",6
"弁護, 為る, 誹謗",18
"弁護, 為る, 為る, 誹謗",18
"事, 居る, 暇, 誹謗",6
"事, 居る, 暇, 為る, 誹謗",20
"居る, 暇, 為る, 誹謗",20
"居る, 暇, 為る, 為る, 誹謗",24
"事, 居る, 誹謗",8
"事, 居る, 為る, 誹謗",20
"居る, 為る, 誹謗",19
"居る, 為る, 為る, 誹謗",20
"事, 暇, 誹謗",7
"事, 暇, 為る, 誹謗",20
"暇, 為る, 誹謗",20
"暇, 為る, 為る, 誹謗",20
"事, 誹謗",10
"事, 為る, 誹謗",18
"為る, 誹謗",18
"為る, 為る, 誹謗",15
"中傷, 自分",5
"中傷, 自分, 誹謗",7
"中傷, 事, 居る, 言う, 誹謗",8
"中傷, 事, 居る, 為る, 言う, 誹謗",15
"中傷, 事, 居る, 弁護, 言う, 誹謗",9
"中傷, 事, 居る, 弁護, 為る, 言う, 誹謗",9
"中傷, 居る, 弁護, 言う, 誹謗",9
"中傷, 居る, 弁護, 為る, 言う, 誹謗",27
"中傷, 居る, 弁護, 弁護, 言う, 誹謗",9
"中傷, 居る, 弁護, 弁護, 為る, 言う, 誹謗",9
"中傷, 居る, 為る, 言う, 誹謗",13
"中傷, 居る, 為る, 為る, 言う, 誹謗",10
"中傷, 事, 居る, 弁護, 言う",6
"中傷, 事, 居る, 弁護, 為る, 言う",18
"中傷, 事, 居る, 弁護, 弁護, 言う",6
"中傷, 事, 居る, 弁護, 弁護, 為る, 言う",6
"中傷, 居る, 弁護, 弁護, 言う",6
"中傷, 居る, 弁護, 弁護, 為る, 言う",18
"中傷, 居る, 弁護, 為る, 言う",18
"中傷, 居る, 弁護, 為る, 為る, 言う",18
"中傷, 事, 居る, 言う",7
"中傷, 事, 居る, 為る, 言う",12
"中傷, 居る, 為る, 言う",10
"中傷, 居る, 為る, 為る, 言う",7
"中傷, 事, 弁護, 弁護, 言う",6
"中傷, 事, 弁護, 弁護, 言う, 誹謗",9
"中傷, 事, 弁護, 弁護, 為る, 言う",18
"中傷, 事, 弁護, 弁護, 為る, 言う, 誹謗",9
"中傷, 事, 弁護, 言う, 誹謗",9
"中傷, 事, 弁護, 為る, 言う, 誹謗",27
"中傷, 事, 弁護, 為る, 言う",18
"中傷, 事, 弁護, 為る, 為る, 言う",18
"中傷, 弁護, 弁護, 言う",6
"中傷, 弁護, 弁護, 言う, 誹謗",9
"中傷, 弁護, 弁護, 為る, 言う",18
"中傷, 弁護, 弁護, 為る, 言う, 誹謗",9
"中傷, 弁護, 言う, 誹謗",9
"中傷, 弁護, 為る, 言う, 誹謗",27
"中傷, 弁護, 為る, 言う",18
"中傷, 弁護, 為る, 為る, 言う",18
"中傷, 事, 言う",7
"中傷, 事, 為る, 言う",12
"中傷, 事, 言う, 誹謗",8
"中傷, 事, 為る, 言う, 誹謗",15
"中傷, 為る, 言う, 誹謗",13
"中傷, 為る, 為る, 言う, 誹謗",10
"中傷, 為る, 言う",10
"中傷, 為る, 為る, 言う",7
"中傷, 居る, 弁護, 弁護",6
"中傷, 居る, 弁護, 弁護, 誹謗",9
"中傷, 居る, 弁護, 弁護, 暇",12
"中傷, 居る, 弁護, 弁護, 為る",18
"中傷, 居る, 弁護, 弁護, 暇, 誹謗",9
"中傷, 居る, 弁護, 弁護, 為る, 誹謗",9
"中傷, 居る, 弁護, 弁護, 暇, 為る",12
"中傷, 居る, 弁護, 弁護, 暇, 為る, 誹謗",9
"中傷, 居る, 弁護, 誹謗",9
"中傷, 居る, 弁護, 暇, 誹謗",18
"中傷, 居る, 弁護, 為る, 誹謗",27
"中傷, 居る, 弁護, 暇, 為る, 誹謗",18
"中傷, 居る, 弁護, 暇",12
"中傷, 居る, 弁護, 暇, 為る",36
"中傷, 居る, 弁護, 暇, 暇",6
"中傷, 居る, 弁護, 暇, 暇, 為る",6
"中傷, 居る, 弁護, 為る",18
"中傷, 居る, 弁護, 為る, 為る",18
"中傷, 事, 居る, 弁護",6
"中傷, 事, 居る, 弁護, 誹謗",9
"中傷, 事, 居る, 弁護, 暇",12
"中傷, 事, 居る, 弁護, 為る",18
"中傷, 事, 居る, 弁護, 暇, 誹謗",9
"中傷, 事, 居る, 弁護, 為る, 誹謗",9
"中傷, 事, 居る, 弁護, 暇, 為る",12
"中傷, 事, 居る, 弁護, 暇, 為る, 誹謗",9
"中傷, 事, 居る, 弁護, 弁護",6
"中傷, 事, 居る, 弁護, 弁護, 誹謗",9
"中傷, 事, 居る, 弁護, 弁護, 暇",12
"中傷, 事, 居る, 弁護, 弁護, 為る",18
"中傷, 事, 居る, 弁護, 弁護, 暇, 誹謗",9
"中傷, 事, 居る, 弁護, 弁護, 為る, 誹謗",9
"中傷, 事, 居る, 弁護, 弁護, 暇, 為る",12
"中傷, 事, 居る, 弁護, 弁護, 暇, 為る, 誹謗",9
"中傷, 事, 弁護, 弁護, 誹謗",9
"中傷, 事, 弁護, 弁護, 暇, 誹謗",18
"中傷, 事, 弁護, 弁護, 為る, 誹謗",27
"中傷, 事, 弁護, 弁護, 暇, 為る, 誹謗",18
"中傷, 事, 弁護, 弁護, 暇",12
"中傷, 事, 弁護, 弁護, 暇, 為る",36
"中傷, 事, 弁護, 弁護, 暇, 暇",6
"中傷, 事, 弁護, 弁護, 暇, 暇, 為る",6
"中傷, 事, 弁護, 弁護, 為る",18
"中傷, 事, 弁護, 弁護, 為る, 為る",18
"中傷, 事, 弁護, 誹謗",9
"中傷, 事, 弁護, 暇, 誹謗",18
"中傷, 事, 弁護, 為る, 誹謗",27
"中傷, 事, 弁護, 暇, 為る, 誹謗",18
"中傷, 事, 弁護, 暇",12
"中傷, 事, 弁護, 暇, 為る",36
"中傷, 事, 弁護, 暇, 暇",6
"中傷, 事, 弁護, 暇, 暇, 為る",6
"中傷, 事, 弁護, 為る",18
"中傷, 事, 弁護, 為る, 為る",18
"中傷, 弁護, 弁護",6
"中傷, 弁護, 弁護, 誹謗",9
"中傷, 弁護, 弁護, 暇",12
"中傷, 弁護, 弁護, 為る",18
"中傷, 弁護, 弁護, 暇, 誹謗",9
"中傷, 弁護, 弁護, 為る, 誹謗",9
"中傷, 弁護, 弁護, 暇, 為る",12
"中傷, 弁護, 弁護, 暇, 為る, 誹謗",9
"中傷, 弁護, 誹謗",9
"中傷, 弁護, 暇, 誹謗",18
"中傷, 弁護, 為る, 誹謗",27
"中傷, 弁護, 暇, 為る, 誹謗",18
"中傷, 弁護, 暇",12
"中傷, 弁護, 暇, 為る",36
"中傷, 弁護, 暇, 暇",6
"中傷, 弁護, 暇, 暇, 為る",6
"中傷, 弁護, 為る",18
"中傷, 弁護, 為る, 為る",18
"中傷, 事, 居る, 暇, 誹謗",8
"中傷, 事, 居る, 暇, 為る, 誹謗",26
"中傷, 事, 居る, 暇, 為る",20
"中傷, 事, 居る, 暇, 為る, 為る",24
"中傷, 居る, 暇, 誹謗",8
"中傷, 居る, 暇, 為る, 誹謗",26
"中傷, 居る, 暇, 為る",20
"中傷, 居る, 暇, 為る, 為る",24
"中傷, 事, 居る",8
"中傷, 事, 居る, 為る",20
"中傷, 事, 居る, 誹謗",9
"中傷, 事, 居る, 為る, 誹謗",23
"中傷, 居る, 為る, 誹謗",22
"中傷, 居る, 為る, 為る, 誹謗",23
"中傷, 居る, 為る",19
"中傷, 居る, 為る, 為る",20
"中傷, 事, 暇, 誹謗",9
"中傷, 事, 暇, 為る, 誹謗",26
"中傷, 事, 暇, 為る",20
"中傷, 事, 暇, 為る, 為る",20
"中傷, 暇, 誹謗",9
"中傷, 暇, 為る, 誹謗",26
"中傷, 暇, 為る",20
"中傷, 暇, 為る, 為る",20
"中傷, 事, 誹謗",12
"中傷, 事, 為る, 誹謗",21
"中傷, 事, 為る",18
"中傷, 事, 為る, 為る",15
"中傷, 誹謗",13
"中傷, 為る, 誹謗",21
"中傷, 為る",18
"中傷, 為る, 為る",15
"下さる, 言う",5
"下さる, 事",6
"下さる, 為る",13
"下さる, 為る, 為る",9
"居る, 見る",11
"居る, 為る, 見る",27
"為る, 見る",21
"為る, 為る, 見る",24
"事, 修習, 言う",5
"事, 修習, 為る, 言う",7
"修習, 為る, 言う",7
"修習, 為る, 為る, 言う",5
"修習, 居る, 弁護",5
"修習, 居る, 弁護, 為る",13
"事, 修習, 居る, 弁護",8
"事, 修習, 居る, 弁護, 為る",8
"事, 修習, 弁護",8
"事, 修習, 弁護, 為る",24
"修習, 弁護, 為る",13
"修習, 弁護, 為る, 為る",12
"修習, 無い",7
"修習, 為る, 無い",10
"事, 修習, 無い",5
"事, 修習, 居る, 無い",5
"事, 修習, 為る, 無い",15
"事, 修習, 居る, 為る, 無い",5
"事, 修習, 居る",6
"事, 修習, 居る, 為る",17
"事, 修習, 為る",17
"事, 修習, 為る, 為る",16
"修習, 居る",8
"修習, 居る, 為る",18
"修習, 為る",20
"修習, 為る, 為る",14
"御座る, 思う",6
"御座る, 思う, 為る",6
"事, 御座る",6
"御座る, 為る",14
"御座る, 為る, 為る",10
"出来る, 居る",5
"出来る, 居る, 為る",9
"出来る, 無い",5
"出来る, 為る, 無い",6
"事, 出来る",5
"事, 出来る, 為る",5
"出来る, 言う",5
"出来る, 為る",14
"出来る, 為る, 為る",5
"ノン-non, 一, 為る",5
"ノン-non, 一, 暇, 為る",13
"ノン-non, 一, 居る, 為る",6
"ノン-non, 一, 居る, 暇, 為る",6
"ノン-non, 一, 居る",8
"ノン-non, 一, 居る, 暇",20
"ノン-non, 一, 暇",12
"ノン-non, 一, 暇, 暇",10
"ア-a, 一, 居る, 為る",6
"ア-a, ノン-non, 一, 居る, 為る",12
"ア-a, 一, 居る, 暇, 為る",18
"ア-a, ノン-non, 一, 居る, 暇, 為る",12
"ア-a, ノン-non, 一, 為る",8
"ア-a, ノン-non, 一, 暇, 為る",22
"ア-a, 一, 暇, 為る",13
"ア-a, 一, 暇, 暇, 為る",11
"ア-a, ノン-non, 一",8
"ア-a, ノン-non, 一, 暇",21
"ア-a, ノン-non, 一, 居る",14
"ア-a, ノン-non, 一, 居る, 暇",38
"ア-a, ノン-non, ノン-non, 一, 居る",8
"ア-a, ノン-non, ノン-non, 一, 居る, 暇",8
"ア-a, 一, 居る, 暇",20
"ア-a, 一, 居る, 暇, 暇",18
"ア-a, 一, 暇",12
"ア-a, 一, 暇, 暇",10
"一, 暇, 為る",7
"一, 居る, 暇, 為る",6
"一, 居る, 暇",8
"一, 事, 無い",5
"一, 事, 為る, 無い",17
"一, 為る, 無い",15
"一, 為る, 為る, 無い",18
"一, 事, 居る",7
"一, 事, 居る, 為る",17
"一, 事, 為る",21
"一, 事, 為る, 為る",23
"一, 居る",9
"一, 居る, 為る",17
"一, 為る",28
"一, 為る, 為る",27
"方, 暇",5
"弁護, 方, 暇",6
"方, 暇, 為る",6
"弁護, 方, 暇, 為る",6
"方, 無い, 良い",5
"方, 為る, 無い, 良い",11
"方, 為る, 無い",7
"方, 為る, 為る, 無い",5
"弁護, 方, 良い",9
"弁護, 方, 為る, 良い",17
"方, 為る, 良い",12
"方, 為る, 為る, 良い",7
"弁護, 弁護, 方",5
"弁護, 弁護, 方, 為る",13
"弁護, 方, 為る",18
"弁護, 方, 為る, 為る",13
"居る, 方",9
"居る, 方, 為る",11
"方, 為る",18
"方, 為る, 為る",11
"自分, 良い",5
"為る, 自分, 良い",6
"弁護, 無い, 良い",5
"弁護, 為る, 無い, 良い",12
"弁護, 為る, 良い",13
"弁護, 為る, 為る, 良い",10
"居る, 良い",6
"居る, 為る, 良い",15
"無い, 良い",8
"為る, 無い, 良い",19
"為る, 良い",27
"為る, 為る, 良い",29
"居る, 弁護, 成る",5
"居る, 弁護, 成る, 為る",12
"居る, 弁護, 成る, 暇",6
"居る, 弁護, 成る, 暇, 為る",6
"弁護, 成る, 暇",6
"弁護, 成る, 暇, 為る",18
"弁護, 成る, 為る",12
"弁護, 成る, 為る, 為る",10
"事, 弁護, 無い",5
"事, 弁護, 為る, 無い",16
"弁護, 為る, 無い",16
"弁護, 為る, 為る, 無い",15
"弁護, 暇",6
"居る, 弁護, 暇",6
"事, 弁護, 暇",6
"弁護, 暇, 為る",18
"弁護, 弁護, 暇",6
"事, 居る, 弁護, 暇",6
"居る, 弁護, 暇, 為る",6
"居る, 弁護, 弁護, 暇",6
"事, 弁護, 暇, 為る",6
"事, 弁護, 弁護, 暇",6
"弁護, 弁護, 暇, 為る",6
"事, 居る, 弁護, 暇, 為る",6
"事, 居る, 弁護, 弁護, 暇",6
"居る, 弁護, 弁護, 暇, 為る",6
"事, 弁護, 弁護, 暇, 為る",6
"事, 居る, 弁護, 弁護, 暇, 為る",6
"事, 居る, 弁護",8
"事, 居る, 弁護, 為る",25
"居る, 弁護, 為る",22
"居る, 弁護, 為る, 為る",22
"事, 弁護, 弁護",5
"事, 弁護, 弁護, 為る",15
"事, 弁護, 為る",25
"事, 弁護, 為る, 為る",27
"弁護, 弁護, 弁護",11
"弁護, 弁護, 弁護, 弁護",5
"弁護, 弁護, 為る",14
"弁護, 弁護, 為る, 為る",13
"弁護, 為る",27
"弁護, 為る, 為る",24
"思う, 成る",5
"思う, 成る, 為る",6
"事, 思う",5
"事, 思う, 為る",5
"居る, 思う, 暇",8
"居る, 思う, 暇, 為る",12
"思う, 暇, 為る",12
"思う, 暇, 為る, 為る",9
"居る, 思う",9
"居る, 思う, 為る",15
"思う, 為る",19
"思う, 為る, 為る",14
"事, 自分",5
"事, 為る, 自分",8
"自分, 言う",6
"為る, 自分, 言う",7
"為る, 自分",18
"為る, 為る, 自分",12
"ノン-non, 有る",5
"ア-a, 有る",5
"ア-a, ノン-non, 有る",7
"暇, 有る",5
"ア-a, 暇, 有る",9
"ノン-non, 暇, 有る",9
"ア-a, ノン-non, 暇, 有る",9
"有る, 言う",6
"有る, 為る, 言う",6
"居る, 有る, 無い",7
"居る, 有る, 為る, 無い",11
"居る, 有る, 為る",17
"居る, 有る, 為る, 為る",19
"事, 有る",7
"事, 有る, 為る",14
"有る, 無い",9
"有る, 為る, 無い",14
"有る, 為る",35
"有る, 為る, 為る",38
"居る, 成る, 言う",6
"居る, 成る, 為る, 言う",9
"成る, 為る, 言う",7
"成る, 無い",7
"成る, 為る, 無い",7
"事, 成る",9
"事, 成る, 為る",8
"居る, 成る",12
"居る, 成る, 為る",12
"成る, 為る",20
"成る, 為る, 為る",12
"ア-a, 無い",5
"ア-a, 暇, 無い",5
"ア-a, 事, 暇, 言う",9
"ア-a, 事, 暇, 為る, 言う",36
"ア-a, 事, 暇, 暇, 言う",6
"ア-a, 事, 暇, 暇, 為る, 言う",6
"ア-a, 事, 為る, 言う",16
"ア-a, 事, 為る, 為る, 言う",23
"ア-a, 事, 居る, 暇",8
"ア-a, 事, 居る, 暇, 為る",25
"ア-a, 事, 居る, 為る",15
"ア-a, 事, 居る, 為る, 為る",23
"ア-a, 事, 暇",9
"ア-a, 事, 暇, 為る",27
"ア-a, 事, 為る",15
"ア-a, 事, 為る, 為る",19
"ア-a, 居る, 暇, 言う",9
"ア-a, 居る, 暇, 為る, 言う",35
"ア-a, 居る, 暇, 暇, 言う",6
"ア-a, 居る, 暇, 暇, 為る, 言う",6
"ア-a, 居る, 為る, 言う",15
"ア-a, 居る, 為る, 為る, 言う",22
"ア-a, 暇, 言う",10
"ア-a, 暇, 為る, 言う",37
"ア-a, 暇, 暇, 言う",6
"ア-a, 暇, 暇, 為る, 言う",6
"ア-a, 為る, 言う",17
"ア-a, 為る, 為る, 言う",23
"ア-a, ノン-non, 居る, 為る",7
"ア-a, ノン-non, 居る, 暇, 為る",88
"ア-a, ノン-non, 居る, 暇",73
"ア-a, ノン-non, 居る, 暇, 暇",61
"ア-a, ノン-non, 為る",9
"ア-a, ノン-non, 暇, 為る",108
"ア-a, ノン-non, 暇",76
"ア-a, ノン-non, 暇, 暇",47
"ア-a, ア-a, ノン-non, 居る, 為る",18
"ア-a, ア-a, ノン-non, 居る, 暇, 為る",52
"ア-a, ア-a, 居る, 暇, 為る",20
"ア-a, ア-a, 居る, 暇, 暇, 為る",19
"ア-a, ア-a, ノン-non, 居る",18
"ア-a, ア-a, ノン-non, 居る, 暇",52
"ア-a, ア-a, 居る, 暇",20
"ア-a, ア-a, 居る, 暇, 暇",19
"ア-a, ア-a, ノン-non, 為る",20
"ア-a, ア-a, ノン-non, 暇, 為る",48
"ア-a, ア-a, ノン-non, 暇",40
"ア-a, ア-a, ノン-non, 暇, 暇",32
"ア-a, ア-a, 為る",9
"ア-a, ア-a, 暇, 為る",21
"ア-a, ア-a, 暇",17
"ア-a, ア-a, 暇, 暇",13
"ア-a, 居る, 居る, 為る, 為る",6
"ア-a, 居る, 居る, 暇, 為る, 為る",6
"ア-a, 居る, 居る, 暇, 為る",13
"ア-a, 居る, 居る, 暇, 暇, 為る",9
"ア-a, 居る, 居る, 暇",11
"ア-a, 居る, 居る, 暇, 暇",9
"ア-a, 居る, 為る, 為る, 為る, 為る",7
"ア-a, 居る, 暇, 為る, 為る, 為る, 為る",17
"ア-a, 居る, 暇, 為る, 為る, 為る",38
"ア-a, 居る, 暇, 暇, 為る, 為る, 為る",30
"ア-a, 居る, 暇, 為る, 為る",43
"ア-a, 居る, 暇, 暇, 為る, 為る",30
"ア-a, 居る, 暇, 為る",48
"ア-a, 居る, 暇, 暇, 為る",35
"ア-a, 居る, 暇",33
"ア-a, 居る, 暇, 暇",23
"ア-a, 為る, 為る, 為る, 為る",6
"ア-a, 暇, 為る, 為る, 為る, 為る",16
"ア-a, 暇, 為る, 為る, 為る",39
"ア-a, 暇, 暇, 為る, 為る, 為る",32
"ア-a, 暇, 為る, 為る",59
"ア-a, 暇, 暇, 為る, 為る",39
"ア-a, 暇, 為る",66
"ア-a, 暇, 暇, 為る",38
"ア-a, 暇",42
"ア-a, 暇, 暇",21
"ノン-non, 無い",5
"ア-a, ノン-non, 無い",5
"ノン-non, 暇, 無い",5
"ア-a, ノン-non, 暇, 無い",5
"ア-a, ノン-non, 事, 暇, 言う",9
"ア-a, ノン-non, 事, 暇, 為る, 言う",36
"ア-a, ノン-non, 事, 暇, 暇, 言う",6
"ア-a, ノン-non, 事, 暇, 暇, 為る, 言う",6
"ア-a, ノン-non, 事, 為る, 言う",16
"ア-a, ノン-non, 事, 為る, 為る, 言う",23
"ノン-non, 事, 暇, 言う",9
"ノン-non, 事, 暇, 為る, 言う",36
"ノン-non, 事, 暇, 暇, 言う",6
"ノン-non, 事, 暇, 暇, 為る, 言う",6
"ノン-non, 事, 為る, 言う",16
"ノン-non, 事, 為る, 為る, 言う",23
"ア-a, ノン-non, 事, 居る, 暇",8
"ア-a, ノン-non, 事, 居る, 暇, 為る",25
"ア-a, ノン-non, 事, 居る, 為る",15
"ア-a, ノン-non, 事, 居る, 為る, 為る",23
"ア-a, ノン-non, 事, 暇",9
"ア-a, ノン-non, 事, 暇, 為る",27
"ア-a, ノン-non, 事, 為る",15
"ア-a, ノン-non, 事, 為る, 為る",19
"ノン-non, 事, 居る, 暇",8
"ノン-non, 事, 居る, 暇, 為る",25
"ノン-non, 事, 居る, 為る",15
"ノン-non, 事, 居る, 為る, 為る",23
"ノン-non, 事, 暇",9
"ノン-non, 事, 暇, 為る",27
"ノン-non, 事, 為る",15
"ノン-non, 事, 為る, 為る",19
"ア-a, ノン-non, 居る, 暇, 言う",9
"ア-a, ノン-non, 居る, 暇, 為る, 言う",35
"ア-a, ノン-non, 居る, 暇, 暇, 言う",6
"ア-a, ノン-non, 居る, 暇, 暇, 為る, 言う",6
"ア-a, ノン-non, 居る, 為る, 言う",15
"ア-a, ノン-non, 居る, 為る, 為る, 言う",22
"ノン-non, 居る, 暇, 言う",9
"ノン-non, 居る, 暇, 為る, 言う",35
"ノン-non, 居る, 暇, 暇, 言う",6
"ノン-non, 居る, 暇, 暇, 為る, 言う",6
"ノン-non, 居る, 為る, 言う",15
"ノン-non, 居る, 為る, 為る, 言う",22
"ア-a, ノン-non, 暇, 言う",10
"ア-a, ノン-non, 暇, 為る, 言う",37
"ア-a, ノン-non, 暇, 暇, 言う",6
"ア-a, ノン-non, 暇, 暇, 為る, 言う",6
"ア-a, ノン-non, 為る, 言う",17
"ア-a, ノン-non, 為る, 為る, 言う",23
"ノン-non, 暇, 言う",10
"ノン-non, 暇, 為る, 言う",37
"ノン-non, 暇, 暇, 言う",6
"ノン-non, 暇, 暇, 為る, 言う",6
"ノン-non, 為る, 言う",17
"ノン-non, 為る, 為る, 言う",23
"ア-a, ア-a, ノン-non, ノン-non, 居る, 為る",15
"ア-a, ア-a, ノン-non, ノン-non, 居る, 暇, 為る",44
"ア-a, ノン-non, ノン-non, 居る, 暇, 為る",52
"ア-a, ノン-non, ノン-non, 居る, 暇, 暇, 為る",50
"ノン-non, ノン-non, 居る, 暇, 為る",20
"ノン-non, ノン-non, 居る, 暇, 暇, 為る",19
"ア-a, ア-a, ノン-non, ノン-non, 居る",15
"ア-a, ア-a, ノン-non, ノン-non, 居る, 暇",44
"ア-a, ノン-non, ノン-non, 居る, 暇",52
"ア-a, ノン-non, ノン-non, 居る, 暇, 暇",50
"ノン-non, ノン-non, 居る, 暇",20
"ノン-non, ノン-non, 居る, 暇, 暇",19
"ア-a, ア-a, ノン-non, ノン-non, 為る",13
"ア-a, ア-a, ノン-non, ノン-non, 暇, 為る",33
"ア-a, ノン-non, ノン-non, 暇, 為る",48
"ア-a, ノン-non, ノン-non, 暇, 暇, 為る",36
"ノン-non, ノン-non, 暇, 為る",21
"ノン-non, ノン-non, 暇, 暇, 為る",15
"ア-a, ア-a, ノン-non, ノン-non",11
"ア-a, ア-a, ノン-non, ノン-non, 暇",29
"ア-a, ノン-non, ノン-non, 暇",40
"ア-a, ノン-non, ノン-non, 暇, 暇",32
"ノン-non, ノン-non, 暇",17
"ノン-non, ノン-non, 暇, 暇",13
"ノン-non, 居る, 居る, 為る, 為る",6
"ア-a, ノン-non, 居る, 居る, 為る, 為る",6
"ノン-non, 居る, 居る, 暇, 為る, 為る",6
"ア-a, ノン-non, 居る, 居る, 暇, 為る, 為る",6
"ア-a, ノン-non, 居る, 居る, 為る",10
"ア-a, ノン-non, 居る, 居る, 暇, 為る",22
"ノン-non, 居る, 居る, 暇, 為る",13
"ノン-non, 居る, 居る, 暇, 暇, 為る",9
"ア-a, ノン-non, 居る, 居る",8
"ア-a, ノン-non, 居る, 居る, 暇",20
"ノン-non, 居る, 居る, 暇",11
"ノン-non, 居る, 居る, 暇, 暇",9
"ア-a, ノン-non, 居る, 為る, 為る, 為る, 為る",7
"ア-a, ノン-non, 居る, 暇, 為る, 為る, 為る, 為る",17
"ノン-non, 居る, 暇, 為る, 為る, 為る, 為る",17
"ノン-non, 居る, 暇, 暇, 為る, 為る, 為る, 為る",15
"ア-a, ノン-non, 居る, 為る, 為る, 為る",18
"ア-a, ノン-non, 居る, 暇, 為る, 為る, 為る",38
"ノン-non, 居る, 暇, 為る, 為る, 為る",38
"ノン-non, 居る, 暇, 暇, 為る, 為る, 為る",30
"ア-a, ノン-non, 居る, 為る, 為る",23
"ア-a, ノン-non, 居る, 暇, 為る, 為る",43
"ノン-non, 居る, 暇, 為る, 為る",43
"ノン-non, 居る, 暇, 暇, 為る, 為る",30
"ア-a, ノン-non, 居る, 暇, 暇, 為る",54
"ノン-non, 居る, 暇, 為る",48
"ノン-non, 居る, 暇, 暇, 為る",35
"ノン-non, 居る, 暇",33
"ノン-non, 居る, 暇, 暇",23
"ア-a, ノン-non, 為る, 為る, 為る, 為る",6
"ア-a, ノン-non, 暇, 為る, 為る, 為る, 為る",16
"ア-a, ノン-non, 暇, 為る, 為る, 為る",41
"ア-a, ノン-non, 暇, 暇, 為る, 為る, 為る",33
"ア-a, ノン-non, 暇, 為る, 為る",67
"ア-a, ノン-non, 暇, 暇, 為る, 為る",43
"ア-a, ノン-non, 暇, 暇, 為る",53
"ノン-non, 為る, 為る, 為る, 為る",6
"ノン-non, 暇, 為る, 為る, 為る, 為る",16
"ノン-non, 暇, 為る, 為る, 為る",39
"ノン-non, 暇, 暇, 為る, 為る, 為る",32
"ノン-non, 暇, 為る, 為る",59
"ノン-non, 暇, 暇, 為る, 為る",39
"ノン-non, 暇, 為る",66
"ノン-non, 暇, 暇, 為る",38
"ノン-non, 暇",42
"ノン-non, 暇, 暇",21
"暇, 無い",6
"暇, 為る, 無い",6
"事, 暇, 暇, 言う",7
"事, 暇, 暇, 為る, 言う",33
"事, 暇, 暇, 為る",20
"事, 暇, 暇, 為る, 為る",34
"居る, 暇, 暇, 言う",7
"居る, 暇, 暇, 為る, 言う",33
"暇, 暇, 為る, 言う",33
"暇, 暇, 為る, 為る, 言う",63
"居る, 暇, 暇",11
"居る, 暇, 暇, 為る",25
"暇, 暇, 為る",29
"暇, 暇, 為る, 為る",38
"事, 居る, 暇, 言う",10
"事, 居る, 暇, 為る, 言う",40
"事, 居る, 暇, 為る",31
"事, 居る, 暇, 為る, 為る",49
"事, 暇, 言う",12
"事, 暇, 為る, 言う",44
"事, 暇, 為る",35
"事, 暇, 為る, 為る",47
"居る, 暇, 言う",11
"居る, 暇, 為る, 言う",41
"暇, 為る, 言う",45
"暇, 為る, 為る, 言う",70
"居る, 居る, 暇",5
"居る, 居る, 暇, 為る",7
"居る, 暇, 為る",40
"居る, 暇, 為る, 為る",49
"暇, 為る",56
"暇, 為る, 為る",58
"居る, 無い, 無い",5
"居る, 為る, 無い, 無い",8
"為る, 無い, 無い",8
"事, 居る, 無い, 言う",8
"事, 居る, 為る, 無い, 言う",13
"居る, 為る, 無い, 言う",16
"居る, 為る, 為る, 無い, 言う",10
"事, 無い, 言う",10
"事, 為る, 無い, 言う",17
"為る, 無い, 言う",21
"為る, 為る, 無い, 言う",12
"事, 居る, 無い",12
"事, 居る, 為る, 無い",26
"事, 為る, 無い",30
"事, 為る, 為る, 無い",26
"居る, 無い",19
"居る, 為る, 無い",35
"為る, 無い",56
"為る, 為る, 無い",46
"事, 言う, 言う",7
"事, 為る, 言う, 言う",11
"為る, 言う, 言う",12
"為る, 為る, 言う, 言う",13
"事, 居る, 言う",13
"事, 居る, 為る, 言う",30
"居る, 為る, 言う",44
"居る, 為る, 為る, 言う",47
"事, 言う",20
"事, 為る, 言う",36
"為る, 言う",54
"為る, 為る, 言う",47
"事, 居る",23
"事, 居る, 為る",50
"事, 為る",63
"事, 為る, 為る",55
"居る, 居る",10
"居る, 居る, 為る",18
"居る, 為る",92
"居る, 為る, 為る",83
"為る, 為る",116
